Submission Date (Central Time),Overall Rating,Comments,FeedbackCategory,Subcategory
10/18/2022,5,Am browsing the books for this month. Making a list for my child to choose from. I havnt been in school so long i forgot all about Scholastic. We definitely will be ordering books throughout the years!,All Other,Intending Future Order
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,1,"I ordered books last school year, November 2021 and have yet to receive them. I canâ€™t tell from the website if they have shipped and I have been charged or if the order was cancelled.",Shipping/Delivery,Delayed/Never Received Order
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,"It is always hard to find the correct website, get logged in and make sure I am on the correct web page.",LOB Confusion,LOB Confusion
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,I enjoy using this site. It easy for my parents to use.,Thanks/Praise,Thanks/Praise
10/18/2022,5,"Reading levels are different than what my child's teacher uses so it's challenging to match up which level is appropriate. Our teacher uses alphabetical levels, for example: Level J. I'll Google to find the equivalent",Product Variety/Inventory,Product Info/Description
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,3,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,2,Only found one book that I could buy. Two required a teacher code - I'm contacting the school for it.  I could find an additional two books.,Product Variety/Inventory,Lacking Variety/Specific Product Not Offered
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,4,The only suggestion I would have would be to make it a little easier to differentiate from book club and book fair. I had trouble finding where I needed to be.,LOB Confusion,LOB Confusion
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,Great prices and easy to navigate,Thanks/Praise,Thanks/Praise
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,2,I wanted to order books but no teachers in my daughter's school are participating.  You should have an option to ship to the school or to my home.,Shipping/Delivery,Ship to Home
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,I would love to be able to search by reading level.,Website,Search Function
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,Thank you for always being a source of affordable books!,Thanks/Praise,Thanks/Praise
10/18/2022,4,I was supposed to receive a free book with my last order. There is no history of that book being in my order.,Shipping/Delivery,Item Missing
10/18/2022,3,Too hard to navigate and find the ewallets on my account.,LOB Confusion,E-Wallet
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,we need $1 books back for older age kids,Price,Price
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,3,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,1,Why is it so hard to find a child's e wallet to add funds too?  This is the most frustrating thing !!  And there is NO help or articles in the help section on it that I can find easily.,LOB Confusion,E-Wallet
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,2,Its really confusing/difficult to send reminder emails to parents from the site.,Website,Performance/Navigation/General
10/18/2022,4,"I am using an iPad, and the ride side of the  screen gets cut off unless you turn your iPad horizontally.  Also our school is no longer doing scholastic book fair because of inappropriate content in books. I hate to even support a company that offers books with gay/lesbian and sexual content in them. Very disappointing from an â€œeducationalâ€ company for kids.",Product Variety/Inventory,Divisive Content
10/18/2022,4,"I am using an iPad, and the ride side of the  screen gets cut off unless you turn your iPad horizontally.  Also our school is no longer doing scholastic book fair because of inappropriate content in books. I hate to even support a company that offers books with gay/lesbian and sexual content in them. Very disappointing from an â€œeducationalâ€ company for kids.",Website,Mobile Compatibility
10/18/2022,3,No Comment,No Comment,No Comment
10/18/2022,3,"I came to check to see the Judy Newman book of the week. It is always very lower elementary, so I will not be placing a class order for this month. I wish the age level staggered a bit.",Product Variety/Inventory,Lacking Variety/Specific Product Not Offered
10/18/2022,4,It took me a minute to be able to find my student orders. The website has chnaged a bit since I last submitted an order.,Possible Tech Issue/TRF,Submitting Parent Order
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,3,Could we get the physical flyers sent to our school?,Kits,Kits
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,3,"Was told I had a order to submit, but when I got to site, there were no orders to submit.",Possible Tech Issue/TRF,Submitting Parent Order
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,3,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,I always have trouble printing the letter to send home for parents.,Possible Tech Issue/TRF,Parent Letter
10/18/2022,4,I am waiting for the release of a new book,All Other,Intending Future Order
10/18/2022,3,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,5,"I wanted to print a letter for my November orders, but I was not able to select the November due date so I had to delete October's due date and then print my letter and then add October's back in there. There was a work around, but it was just a bit of a pain.",All Other,All Other
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,more variety please,Product Variety/Inventory,Lacking Variety/Specific Product Not Offered
10/18/2022,4,I realize that the age appropriateness of a book can vary on the child. I love when there are some pictures of the pages. This helps me gauge how many words per page there are for my almost 2.5 year old who likes to turn pages. So 1-3 sentences per page is good right now.,Product Variety/Inventory,Product Info/Description
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,spending the bonus money ($10) is too much work scrolling through tons of books to find ones that equal $10.  Apply the money to bonus points or provide a bank to collect bonus money earned to allow for more selections.,Bonus Points/Rewards/Promos,Bonus Points/Rewards/Promos
10/18/2022,3,No Comment,No Comment,No Comment
10/18/2022,5,I've been a teacher for 19 years and love having the Scholastic Book Club for my students!,Thanks/Praise,Thanks/Praise
10/18/2022,2,Says code READS has expired. I have an order over $25 and code will not work.,Possible Tech Issue/TRF,READS
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,2,Please have a separate login for teachers instead of making us log in and then remember to change to be a teacher.  It's unnecessarily confusing.,LOB Confusion,LOB Confusion
10/18/2022,5,Great way to order books for my child.,Thanks/Praise,Thanks/Praise
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,4,No Comment,No Comment,No Comment
10/18/2022,3,No Comment,No Comment,No Comment
10/18/2022,2,Please consider making the $1 books available to everyone without such a high book order amount.   Parents are struggling financially & the goal is to put books in the hands of kids.  This can't happen when a $75 book order has to be placed in order to get the $1 books.  I spend a lot of my money buying books for my low income students via Facebook Marketplace because it is more affordable than Scholastic.   It doesn't seem to be worth my time to send book orders home anymore.,Price,Price
10/18/2022,5,Had difficulty using my e-gift card.,Account Balance/Payment,Account Balance/Payment
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,"For the past few years,  my parents order online.  I had one exception with this order.  She gave me the paper order and a check.  Not a problem, but it is simply easier if they order online.",All Other,All Other
10/18/2022,4,Page wouldn't advance and had to go back various times to home page.,Website,Performance/Navigation/General
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,Very quick and easy to order.,Thanks/Praise,Thanks/Praise
10/18/2022,5,No Comment,No Comment,No Comment
10/18/2022,5,it has been years since I've ordered (because of the pandemic - and i never had many orders before). It feels like there  have been improvements and updates made and they have made placing an order a good experience.,Thanks/Praise,Thanks/Praise
10/18/2022,3,No Comment,No Comment,No Comment
10/18/2022,5,No Comment,No Comment,No Comment
10/17/2022,3,It is not easy to find how to change the teacher for the child. had to do an external search to figure out how,Connecting Teacher/Class Code,Connecting Teacher/Class Code
10/17/2022,4,"Having trouble looking for category of mysteries, science fiction, etc.",Website,Search Function
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,4,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,Great!,Thanks/Praise,Thanks/Praise
10/17/2022,3,I am trying to check the status of my order. I placed my order on August 7th and still have no received my books.  I have emailed for help and have not heard anything.,Customer Service,CS Experience
10/17/2022,3,I am trying to check the status of my order. I placed my order on August 7th and still have no received my books.  I have emailed for help and have not heard anything.,Shipping/Delivery,Delayed/Never Received Order
10/17/2022,4,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,3,No Comment,No Comment,No Comment
10/17/2022,3,No Comment,No Comment,No Comment
10/17/2022,3,No Comment,No Comment,No Comment
10/17/2022,5,Website is great!,Thanks/Praise,Thanks/Praise
10/17/2022,3,"I really struggle flipping from the regular website to the appropriate area. My LP contact was terrific and helped me place my original order which I received on time despite my issues. However, I really think the website is too complicated.",LOB Confusion,LOB Confusion
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,The above question is confusing. I did NOT have any difficulties on the site today. Except in understanding this form.,Website,Survey Pop Up
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,4,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,hope you like this books but can i get one free,Bonus Points/Rewards/Promos,Bonus Points/Rewards/Promos
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,3,No Comment,No Comment,No Comment
10/17/2022,4,No Comment,No Comment,No Comment
10/17/2022,4,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,1,It's a very difficult site to maneuver.  Titles are impossible to sample before purchasing and the organization of the flyers is a jumbled mess!,Website,Performance/Navigation/General
10/17/2022,5,"Great selection of books, great prices, great bonuses for teachers.",Thanks/Praise,Thanks/Praise
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,4,Trouble finding books for teacher orders,Website,Search Function
10/17/2022,3,No Comment,No Comment,No Comment
10/17/2022,3,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,5,No Comment,No Comment,No Comment
10/17/2022,4,No Comment,No Comment,No Comment
10/17/2022,5,I like how easy it is to go back and forth between flyers or searching or checking my cart etc.,Thanks/Praise,Thanks/Praise
10/17/2022,3,No Comment,No Comment,No Comment
10/17/2022,3,I'm going to just order on the flyer and submit to the teacher with a check so I don't have to pay shipping if I'm spending under $25.,Shipping/Delivery,Shipping Fee
10/17/2022,5,Easy to you with great classroom selections!,Thanks/Praise,Thanks/Praise
10/17/2022,4,No Comment,No Comment,No Comment
10/17/2022,4,"I did have to use an external search to find a digital copy of the flyer that my kid lost, but knew he wanted a book ""off the back"". I couldn't find it navigating on your site. (But did find, and order, the book ""off the back"". :))",Website,Digital Flyer
10/17/2022,3,"Site needs to be simplified for elderly in particular. Also, the page layout needs redone where all the tools are together.  Such as gift card, EWallet, etc.   I do not like the layout of the site at all. It's  cluttered.",Website,Performance/Navigation/General
